station,magnitud,year,month,day,hour,value,validity,magnitude_id,sequence_id,origin_writer_id,publish_ts_ns,received_at
4,6,2026,3,7,8,0.2,V,6,1055,pub-mag06,1778575755760387366,2026-05-12T08:49:15Z
16,12,2026,3,2,19,17,V,12,961,pub-mag12,1778575755779102330,2026-05-12T08:49:15Z
36,1,2026,3,3,1,3,V,1,951,pub-mag01,1778575755912081240,2026-05-12T08:49:15Z
4,6,2026,3,7,9,0.2,V,6,1056,pub-mag06,1778575755915809227,2026-05-12T08:49:15Z
16,12,2026,3,2,20,14,V,12,962,pub-mag12,1778575755954590603,2026-05-12T08:49:15Z
4,6,2026,3,7,10,0.2,V,6,1057,pub-mag06,1778575756071562127,2026-05-12T08:49:16Z
36,1,2026,3,3,2,3,V,1,952,pub-mag01,1778575756087596169,2026-05-12T08:49:16Z
16,12,2026,3,2,21,16,V,12,963,pub-mag12,1778575756130027337,2026-05-12T08:49:16Z
4,6,2026,3,7,11,0.2,V,6,1058,pub-mag06,1778575756226987940,2026-05-12T08:49:16Z
36,1,2026,3,3,3,3,V,1,953,pub-mag01,1778575756263006255,2026-05-12T08:49:16Z
16,12,2026,3,2,22,10,V,12,964,pub-mag12,1778575756305710579,2026-05-12T08:49:16Z
4,6,2026,3,7,12,0.2,V,6,1059,pub-mag06,1778575756382408696,2026-05-12T08:49:16Z
36,1,2026,3,3,4,3,V,1,954,pub-mag01,1778575756438604221,2026-05-12T08:49:16Z
16,12,2026,3,2,23,10,V,12,965,pub-mag12,1778575756481242889,2026-05-12T08:49:16Z
4,6,2026,3,7,13,0.2,V,6,1060,pub-mag06,1778575756537927369,2026-05-12T08:49:16Z
36,1,2026,3,3,5,3,V,1,955,pub-mag01,1778575756614139196,2026-05-12T08:49:16Z
16,12,2026,3,2,24,12,V,12,966,pub-mag12,1778575756656697982,2026-05-12T08:49:16Z
4,6,2026,3,7,14,0.2,V,6,1061,pub-mag06,1778575756693523313,2026-05-12T08:49:16Z
36,1,2026,3,3,6,3,V,1,956,pub-mag01,1778575756790069011,2026-05-12T08:49:16Z
16,12,2026,3,3,1,10,V,12,967,pub-mag12,1778575756832224975,2026-05-12T08:49:16Z
4,6,2026,3,7,15,0.2,V,6,1062,pub-mag06,1778575756849055329,2026-05-12T08:49:16Z
36,1,2026,3,3,7,3,V,1,957,pub-mag01,1778575756965526291,2026-05-12T08:49:16Z
4,6,2026,3,7,16,0.2,V,6,1063,pub-mag06,1778575757004489069,2026-05-12T08:49:17Z
16,12,2026,3,3,2,5,V,12,968,pub-mag12,1778575757007632482,2026-05-12T08:49:17Z
36,1,2026,3,3,8,3,V,1,958,pub-mag01,1778575757140906095,2026-05-12T08:49:17Z
4,6,2026,3,7,17,0.2,V,6,1064,pub-mag06,1778575757159934721,2026-05-12T08:49:17Z
16,12,2026,3,3,3,7,V,12,969,pub-mag12,1778575757183050178,2026-05-12T08:49:17Z
4,6,2026,3,7,18,0.3,V,6,1065,pub-mag06,1778575757315532572,2026-05-12T08:49:17Z
36,1,2026,3,3,9,3,V,1,959,pub-mag01,1778575757316632742,2026-05-12T08:49:17Z
16,12,2026,3,3,4,11,V,12,970,pub-mag12,1778575757358485876,2026-05-12T08:49:17Z
4,6,2026,3,7,19,0.3,V,6,1066,pub-mag06,1778575757471016564,2026-05-12T08:49:17Z
36,1,2026,3,3,10,3,V,1,960,pub-mag01,1778575757492094002,2026-05-12T08:49:17Z
16,12,2026,3,3,5,15,V,12,971,pub-mag12,1778575757534946890,2026-05-12T08:49:17Z
4,6,2026,3,7,20,0.3,V,6,1067,pub-mag06,1778575757626522499,2026-05-12T08:49:17Z
36,1,2026,3,3,11,3,V,1,961,pub-mag01,1778575757667536884,2026-05-12T08:49:17Z
16,12,2026,3,3,6,16,V,12,972,pub-mag12,1778575757712080800,2026-05-12T08:49:17Z
4,6,2026,3,7,21,0.3,V,6,1068,pub-mag06,1778575757796813366,2026-05-12T08:49:17Z
36,1,2026,3,3,12,4,V,1,962,pub-mag01,1778575757843018683,2026-05-12T08:49:17Z
16,12,2026,3,3,7,20,V,12,973,pub-mag12,1778575757887598767,2026-05-12T08:49:17Z
4,6,2026,3,7,22,0.3,V,6,1069,pub-mag06,1778575757953802964,2026-05-12T08:49:17Z
36,1,2026,3,3,13,3,V,1,963,pub-mag01,1778575758018752154,2026-05-12T08:49:18Z
16,12,2026,3,3,8,41,V,12,974,pub-mag12,1778575758063516868,2026-05-12T08:49:18Z
4,6,2026,3,7,23,0.2,V,6,1070,pub-mag06,1778575758109649229,2026-05-12T08:49:18Z
36,1,2026,3,3,14,3,V,1,964,pub-mag01,1778575758194447789,2026-05-12T08:49:18Z
16,12,2026,3,3,9,33,V,12,975,pub-mag12,1778575758239188172,2026-05-12T08:49:18Z
4,6,2026,3,7,24,0.2,V,6,1071,pub-mag06,1778575758265086280,2026-05-12T08:49:18Z
36,1,2026,3,3,15,3,V,1,965,pub-mag01,1778575758369825362,2026-05-12T08:49:18Z
16,12,2026,3,3,10,27,V,12,976,pub-mag12,1778575758414781566,2026-05-12T08:49:18Z
4,6,2026,3,8,1,0.2,V,6,1072,pub-mag06,1778575758420683412,2026-05-12T08:49:18Z
36,1,2026,3,3,16,3,V,1,966,pub-mag01,1778575758545371716,2026-05-12T08:49:18Z
4,6,2026,3,8,2,0.2,V,6,1073,pub-mag06,1778575758576604682,2026-05-12T08:49:18Z
16,12,2026,3,3,11,23,V,12,977,pub-mag12,1778575758590319371,2026-05-12T08:49:18Z
36,1,2026,3,3,17,3,V,1,967,pub-mag01,1778575758721135406,2026-05-12T08:49:18Z
4,6,2026,3,8,3,0.2,V,6,1074,pub-mag06,1778575758732785418,2026-05-12T08:49:18Z
16,12,2026,3,3,12,14,V,12,978,pub-mag12,1778575758765996987,2026-05-12T08:49:18Z
4,6,2026,3,8,4,0.2,V,6,1075,pub-mag06,1778575758888353690,2026-05-12T08:49:18Z
36,1,2026,3,3,18,3,V,1,968,pub-mag01,1778575758896576455,2026-05-12T08:49:18Z
16,12,2026,3,3,13,10,V,12,979,pub-mag12,1778575758944268748,2026-05-12T08:49:18Z
4,6,2026,3,8,5,0.2,V,6,1076,pub-mag06,1778575759043970042,2026-05-12T08:49:19Z
36,1,2026,3,3,19,3,V,1,969,pub-mag01,1778575759072256144,2026-05-12T08:49:19Z
16,12,2026,3,3,14,12,V,12,980,pub-mag12,1778575759120071370,2026-05-12T08:49:19Z
4,6,2026,3,8,6,0.2,V,6,1077,pub-mag06,1778575759199413557,2026-05-12T08:49:19Z
36,1,2026,3,3,20,3,V,1,970,pub-mag01,1778575759248273676,2026-05-12T08:49:19Z
16,12,2026,3,3,15,9,V,12,981,pub-mag12,1778575759295420042,2026-05-12T08:49:19Z
4,6,2026,3,8,7,0.2,V,6,1078,pub-mag06,1778575759354969932,2026-05-12T08:49:19Z
36,1,2026,3,3,21,3,V,1,971,pub-mag01,1778575759423891734,2026-05-12T08:49:19Z
16,12,2026,3,3,16,13,V,12,982,pub-mag12,1778575759471515111,2026-05-12T08:49:19Z
4,6,2026,3,8,8,0.2,V,6,1079,pub-mag06,1778575759510450191,2026-05-12T08:49:19Z
36,1,2026,3,3,22,3,V,1,972,pub-mag01,1778575759599938902,2026-05-12T08:49:19Z
16,12,2026,3,3,17,13,V,12,983,pub-mag12,1778575759647052339,2026-05-12T08:49:19Z
4,6,2026,3,8,9,0.2,V,6,1080,pub-mag06,1778575759666088436,2026-05-12T08:49:19Z
36,1,2026,3,3,23,3,V,1,973,pub-mag01,1778575759775681948,2026-05-12T08:49:19Z
4,6,2026,3,8,10,0.2,V,6,1081,pub-mag06,1778575759821552808,2026-05-12T08:49:19Z
16,12,2026,3,3,18,15,V,12,984,pub-mag12,1778575759822477710,2026-05-12T08:49:19Z
36,1,2026,3,3,24,3,V,1,974,pub-mag01,1778575759952869739,2026-05-12T08:49:19Z
4,6,2026,3,8,11,0.2,V,6,1082,pub-mag06,1778575759977186640,2026-05-12T08:49:19Z
16,12,2026,3,3,19,22,V,12,985,pub-mag12,1778575759998831875,2026-05-12T08:49:19Z
36,1,2026,3,4,1,3,V,1,975,pub-mag01,1778575760129014957,2026-05-12T08:49:20Z
4,6,2026,3,8,12,0.2,V,6,1083,pub-mag06,1778575760134842112,2026-05-12T08:49:20Z
16,12,2026,3,3,20,17,V,12,986,pub-mag12,1778575760174416200,2026-05-12T08:49:20Z
4,6,2026,3,8,13,0.2,V,6,1084,pub-mag06,1778575760291126189,2026-05-12T08:49:20Z
36,1,2026,3,4,2,3,V,1,976,pub-mag01,1778575760305055638,2026-05-12T08:49:20Z
16,12,2026,3,3,21,22,V,12,987,pub-mag12,1778575760349962480,2026-05-12T08:49:20Z
4,6,2026,3,8,14,0.2,V,6,1085,pub-mag06,1778575760446588356,2026-05-12T08:49:20Z
36,1,2026,3,4,3,3,V,1,977,pub-mag01,1778575760480618106,2026-05-12T08:49:20Z
16,12,2026,3,3,22,19,V,12,988,pub-mag12,1778575760525637392,2026-05-12T08:49:20Z
4,6,2026,3,8,15,0.2,V,6,1086,pub-mag06,1778575760602182496,2026-05-12T08:49:20Z
36,1,2026,3,4,4,3,V,1,978,pub-mag01,1778575760656339831,2026-05-12T08:49:20Z
16,12,2026,3,3,23,13,V,12,989,pub-mag12,1778575760702148751,2026-05-12T08:49:20Z
4,6,2026,3,8,16,0.2,V,6,1087,pub-mag06,1778575760758718032,2026-05-12T08:49:20Z
36,1,2026,3,4,5,3,V,1,979,pub-mag01,1778575760831913949,2026-05-12T08:49:20Z
16,12,2026,3,3,24,10,V,12,990,pub-mag12,1778575760881027715,2026-05-12T08:49:20Z
4,6,2026,3,8,17,0.2,V,6,1088,pub-mag06,1778575760919254276,2026-05-12T08:49:20Z
36,1,2026,3,4,6,3,V,1,980,pub-mag01,1778575761008070940,2026-05-12T08:49:21Z
16,12,2026,3,4,1,11,V,12,991,pub-mag12,1778575761056511142,2026-05-12T08:49:21Z
4,6,2026,3,8,18,0.2,V,6,1089,pub-mag06,1778575761074811052,2026-05-12T08:49:21Z
36,1,2026,3,4,7,3,V,1,981,pub-mag01,1778575761183552174,2026-05-12T08:49:21Z
4,6,2026,3,8,19,0.3,V,6,1090,pub-mag06,1778575761230384557,2026-05-12T08:49:21Z
16,12,2026,3,4,2,10,V,12,992,pub-mag12,1778575761231909537,2026-05-12T08:49:21Z
36,1,2026,3,4,8,3,V,1,982,pub-mag01,1778575761359045003,2026-05-12T08:49:21Z
4,6,2026,3,8,20,0.3,V,6,1091,pub-mag06,1778575761385962020,2026-05-12T08:49:21Z
16,12,2026,3,4,3,6,V,12,993,pub-mag12,1778575761408084479,2026-05-12T08:49:21Z
36,1,2026,3,4,9,3,V,1,983,pub-mag01,1778575761534496017,2026-05-12T08:49:21Z
4,6,2026,3,8,21,0.3,V,6,1092,pub-mag06,1778575761541779787,2026-05-12T08:49:21Z
16,12,2026,3,4,4,4,V,12,994,pub-mag12,1778575761584040685,2026-05-12T08:49:21Z
4,6,2026,3,8,22,0.3,V,6,1093,pub-mag06,1778575761697279338,2026-05-12T08:49:21Z
36,1,2026,3,4,10,3,V,1,984,pub-mag01,1778575761710993260,2026-05-12T08:49:21Z
16,12,2026,3,4,5,4,V,12,995,pub-mag12,1778575761761770958,2026-05-12T08:49:21Z
4,6,2026,3,8,23,0.3,V,6,1094,pub-mag06,1778575761852692956,2026-05-12T08:49:21Z
36,1,2026,3,4,11,3,V,1,985,pub-mag01,1778575761886455105,2026-05-12T08:49:21Z
16,12,2026,3,4,6,5,V,12,996,pub-mag12,1778575761937509675,2026-05-12T08:49:21Z
4,6,2026,3,8,24,0.3,V,6,1095,pub-mag06,1778575762008082461,2026-05-12T08:49:22Z
36,1,2026,3,4,12,3,V,1,986,pub-mag01,1778575762062024054,2026-05-12T08:49:22Z
16,12,2026,3,4,7,32,V,12,997,pub-mag12,1778575762113070740,2026-05-12T08:49:22Z
4,6,2026,3,9,1,0.2,V,6,1096,pub-mag06,1778575762163523815,2026-05-12T08:49:22Z
36,1,2026,3,4,13,3,V,1,987,pub-mag01,1778575762237693767,2026-05-12T08:49:22Z
16,12,2026,3,4,8,41,V,12,998,pub-mag12,1778575762289592139,2026-05-12T08:49:22Z
4,6,2026,3,9,2,0.2,V,6,1097,pub-mag06,1778575762319230119,2026-05-12T08:49:22Z
36,1,2026,3,4,14,3,V,1,988,pub-mag01,1778575762413181773,2026-05-12T08:49:22Z
16,12,2026,3,4,9,46,V,12,999,pub-mag12,1778575762465204811,2026-05-12T08:49:22Z
4,6,2026,3,9,3,0.2,V,6,1098,pub-mag06,1778575762474573662,2026-05-12T08:49:22Z
36,1,2026,3,4,15,3,V,1,989,pub-mag01,1778575762588705165,2026-05-12T08:49:22Z
4,6,2026,3,9,4,0.2,V,6,1099,pub-mag06,1778575762630061250,2026-05-12T08:49:22Z
16,12,2026,3,4,10,26,V,12,1000,pub-mag12,1778575762641013521,2026-05-12T08:49:22Z
36,1,2026,3,4,16,3,V,1,990,pub-mag01,1778575762764114772,2026-05-12T08:49:22Z
4,6,2026,3,9,5,0.2,V,6,1100,pub-mag06,1778575762786919640,2026-05-12T08:49:22Z
16,12,2026,3,4,11,23,V,12,1001,pub-mag12,1778575762819156662,2026-05-12T08:49:22Z
36,1,2026,3,4,17,3,V,1,991,pub-mag01,1778575762939677305,2026-05-12T08:49:22Z
4,6,2026,3,9,6,0.2,V,6,1101,pub-mag06,1778575762944436777,2026-05-12T08:49:22Z
16,12,2026,3,4,12,17,V,12,1002,pub-mag12,1778575762994578759,2026-05-12T08:49:22Z
4,6,2026,3,9,7,0.2,V,6,1102,pub-mag06,1778575763099957736,2026-05-12T08:49:23Z
36,1,2026,3,4,18,3,V,1,992,pub-mag01,1778575763116503946,2026-05-12T08:49:23Z
16,12,2026,3,4,13,15,V,12,1003,pub-mag12,1778575763170022406,2026-05-12T08:49:23Z
4,6,2026,3,9,8,0.3,V,6,1103,pub-mag06,1778575763255440278,2026-05-12T08:49:23Z
36,1,2026,3,4,19,3,V,1,993,pub-mag01,1778575763291897210,2026-05-12T08:49:23Z
16,12,2026,3,4,14,12,V,12,1004,pub-mag12,1778575763345507304,2026-05-12T08:49:23Z
4,6,2026,3,9,9,0.4,V,6,1104,pub-mag06,1778575763411246595,2026-05-12T08:49:23Z
36,1,2026,3,4,20,3,V,1,994,pub-mag01,1778575763467362539,2026-05-12T08:49:23Z
16,12,2026,3,4,15,10,V,12,1005,pub-mag12,1778575763521082079,2026-05-12T08:49:23Z
4,6,2026,3,9,10,0.4,V,6,1105,pub-mag06,1778575763566785530,2026-05-12T08:49:23Z
36,1,2026,3,4,21,3,V,1,995,pub-mag01,1778575763643868414,2026-05-12T08:49:23Z
16,12,2026,3,4,16,12,V,12,1006,pub-mag12,1778575763697795481,2026-05-12T08:49:23Z
4,6,2026,3,9,11,0.3,V,6,1106,pub-mag06,1778575763723818682,2026-05-12T08:49:23Z
36,1,2026,3,4,22,3,V,1,996,pub-mag01,1778575763819310466,2026-05-12T08:49:23Z
16,12,2026,3,4,17,21,V,12,1007,pub-mag12,1778575763874323344,2026-05-12T08:49:23Z
4,6,2026,3,9,12,0.4,V,6,1107,pub-mag06,1778575763879419090,2026-05-12T08:49:23Z
36,1,2026,3,4,23,3,V,1,997,pub-mag01,1778575763994738564,2026-05-12T08:49:23Z
4,6,2026,3,9,13,0.3,V,6,1108,pub-mag06,1778575764035101249,2026-05-12T08:49:24Z
16,12,2026,3,4,18,34,V,12,1008,pub-mag12,1778575764050820875,2026-05-12T08:49:24Z
36,1,2026,3,4,24,3,V,1,998,pub-mag01,1778575764170353629,2026-05-12T08:49:24Z
4,6,2026,3,9,14,0.2,V,6,1109,pub-mag06,1778575764199819958,2026-05-12T08:49:24Z
16,12,2026,3,4,19,32,V,12,1009,pub-mag12,1778575764226486050,2026-05-12T08:49:24Z
36,1,2026,3,5,1,3,V,1,999,pub-mag01,1778575764346116433,2026-05-12T08:49:24Z
4,6,2026,3,9,15,0.2,V,6,1110,pub-mag06,1778575764355829189,2026-05-12T08:49:24Z
16,12,2026,3,4,20,40,V,12,1010,pub-mag12,1778575764402205320,2026-05-12T08:49:24Z
4,6,2026,3,9,16,0.2,V,6,1111,pub-mag06,1778575764512410041,2026-05-12T08:49:24Z
36,1,2026,3,5,2,3,V,1,1000,pub-mag01,1778575764522517258,2026-05-12T08:49:24Z
16,12,2026,3,4,21,56,V,12,1011,pub-mag12,1778575764578394866,2026-05-12T08:49:24Z
4,6,2026,3,9,17,0.2,V,6,1112,pub-mag06,1778575764668155106,2026-05-12T08:49:24Z
36,1,2026,3,5,3,3,V,1,1001,pub-mag01,1778575764698216970,2026-05-12T08:49:24Z
16,12,2026,3,4,22,23,V,12,1012,pub-mag12,1778575764755118533,2026-05-12T08:49:24Z
4,6,2026,3,9,18,0.2,V,6,1113,pub-mag06,1778575764823702656,2026-05-12T08:49:24Z
36,1,2026,3,5,4,3,V,1,1002,pub-mag01,1778575764873909163,2026-05-12T08:49:24Z
16,12,2026,3,4,23,18,V,12,1013,pub-mag12,1778575764933096183,2026-05-12T08:49:24Z
4,6,2026,3,9,19,0.2,V,6,1114,pub-mag06,1778575764979423303,2026-05-12T08:49:24Z
36,1,2026,3,5,5,3,V,1,1003,pub-mag01,1778575765049511344,2026-05-12T08:49:25Z
16,12,2026,3,4,24,17,V,12,1014,pub-mag12,1778575765108644253,2026-05-12T08:49:25Z
4,6,2026,3,9,20,0.3,V,6,1115,pub-mag06,1778575765134917629,2026-05-12T08:49:25Z
36,1,2026,3,5,6,3,V,1,1004,pub-mag01,1778575765225084153,2026-05-12T08:49:25Z
16,12,2026,3,5,1,11,V,12,1015,pub-mag12,1778575765284739710,2026-05-12T08:49:25Z
4,6,2026,3,9,21,0.2,V,6,1116,pub-mag06,1778575765290383408,2026-05-12T08:49:25Z
36,1,2026,3,5,7,3,V,1,1005,pub-mag01,1778575765400797987,2026-05-12T08:49:25Z
4,6,2026,3,9,22,0.2,V,6,1117,pub-mag06,1778575765446232712,2026-05-12T08:49:25Z
16,12,2026,3,5,2,9,V,12,1016,pub-mag12,1778575765460379082,2026-05-12T08:49:25Z
36,1,2026,3,5,8,3,V,1,1006,pub-mag01,1778575765576319122,2026-05-12T08:49:25Z
4,6,2026,3,9,23,0.2,V,6,1118,pub-mag06,1778575765601674133,2026-05-12T08:49:25Z
16,12,2026,3,5,3,14,V,12,1017,pub-mag12,1778575765635923302,2026-05-12T08:49:25Z
36,1,2026,3,5,9,3,V,1,1007,pub-mag01,1778575765751770132,2026-05-12T08:49:25Z
4,6,2026,3,9,24,0.2,V,6,1119,pub-mag06,1778575765757319349,2026-05-12T08:49:25Z
16,12,2026,3,5,4,9,V,12,1018,pub-mag12,1778575765811288870,2026-05-12T08:49:25Z
4,6,2026,3,10,1,0.1,V,6,1120,pub-mag06,1778575765913550032,2026-05-12T08:49:25Z
36,1,2026,3,5,10,3,V,1,1008,pub-mag01,1778575765927148838,2026-05-12T08:49:25Z
16,12,2026,3,5,5,11,V,12,1019,pub-mag12,1778575765986731277,2026-05-12T08:49:25Z
4,6,2026,3,10,2,0.2,V,6,1121,pub-mag06,1778575766069032391,2026-05-12T08:49:26Z
36,1,2026,3,5,11,3,V,1,1009,pub-mag01,1778575766103113000,2026-05-12T08:49:26Z
16,12,2026,3,5,6,7,V,12,1020,pub-mag12,1778575766162308686,2026-05-12T08:49:26Z
4,6,2026,3,10,3,0.2,V,6,1122,pub-mag06,1778575766224473843,2026-05-12T08:49:26Z
36,1,2026,3,5,12,3,V,1,1010,pub-mag01,1778575766278687252,2026-05-12T08:49:26Z
16,12,2026,3,5,7,14,V,12,1021,pub-mag12,1778575766337930874,2026-05-12T08:49:26Z
4,6,2026,3,10,4,0.2,V,6,1123,pub-mag06,1778575766380025866,2026-05-12T08:49:26Z
36,1,2026,3,5,13,3,V,1,1011,pub-mag01,1778575766455624594,2026-05-12T08:49:26Z
16,12,2026,3,5,8,36,V,12,1022,pub-mag12,1778575766513510497,2026-05-12T08:49:26Z
4,6,2026,3,10,5,0.1,V,6,1124,pub-mag06,1778575766535472648,2026-05-12T08:49:26Z
36,1,2026,3,5,14,4,V,1,1012,pub-mag01,1778575766631176758,2026-05-12T08:49:26Z
16,12,2026,3,5,9,52,V,12,1023,pub-mag12,1778575766689194353,2026-05-12T08:49:26Z
4,6,2026,3,10,6,0.1,V,6,1125,pub-mag06,1778575766690961937,2026-05-12T08:49:26Z
36,1,2026,3,5,15,4,V,1,1013,pub-mag01,1778575766806553349,2026-05-12T08:49:26Z
4,6,2026,3,10,7,0.1,V,6,1126,pub-mag06,1778575766847141039,2026-05-12T08:49:26Z
16,12,2026,3,5,10,28,V,12,1024,pub-mag12,1778575766864611022,2026-05-12T08:49:26Z
36,1,2026,3,5,16,3,V,1,1014,pub-mag01,1778575766982724500,2026-05-12T08:49:26Z
4,6,2026,3,10,8,0.2,V,6,1127,pub-mag06,1778575767002588431,2026-05-12T08:49:27Z
16,12,2026,3,5,11,21,V,12,1025,pub-mag12,1778575767040139293,2026-05-12T08:49:27Z
4,6,2026,3,10,9,0.2,V,6,1128,pub-mag06,1778575767157990752,2026-05-12T08:49:27Z
36,1,2026,3,5,17,3,V,1,1015,pub-mag01,1778575767158334348,2026-05-12T08:49:27Z
16,12,2026,3,5,12,18,V,12,1026,pub-mag12,1778575767215789402,2026-05-12T08:49:27Z
4,6,2026,3,10,10,0.2,V,6,1129,pub-mag06,1778575767313859254,2026-05-12T08:49:27Z
36,1,2026,3,5,18,3,V,1,1016,pub-mag01,1778575767334437488,2026-05-12T08:49:27Z
16,12,2026,3,5,13,13,V,12,1027,pub-mag12,1778575767392187553,2026-05-12T08:49:27Z
4,6,2026,3,10,11,0.3,V,6,1130,pub-mag06,1778575767469289555,2026-05-12T08:49:27Z
36,1,2026,3,5,19,3,V,1,1017,pub-mag01,1778575767509975669,2026-05-12T08:49:27Z
16,12,2026,3,5,14,14,V,12,1028,pub-mag12,1778575767567808966,2026-05-12T08:49:27Z
4,6,2026,3,10,12,0.3,V,6,1131,pub-mag06,1778575767624700463,2026-05-12T08:49:27Z
36,1,2026,3,5,20,3,V,1,1018,pub-mag01,1778575767685317422,2026-05-12T08:49:27Z
16,12,2026,3,5,15,11,V,12,1029,pub-mag12,1778575767743237376,2026-05-12T08:49:27Z
4,6,2026,3,10,13,0.2,V,6,1132,pub-mag06,1778575767780257363,2026-05-12T08:49:27Z
36,1,2026,3,5,21,3,V,1,1019,pub-mag01,1778575767860759421,2026-05-12T08:49:27Z
16,12,2026,3,5,16,13,V,12,1030,pub-mag12,1778575767918916523,2026-05-12T08:49:27Z
4,6,2026,3,10,14,0.2,V,6,1133,pub-mag06,1778575767936309701,2026-05-12T08:49:27Z
36,1,2026,3,5,22,3,V,1,1020,pub-mag01,1778575768036256463,2026-05-12T08:49:28Z
4,6,2026,3,10,15,0.2,V,6,1134,pub-mag06,1778575768092622555,2026-05-12T08:49:28Z
16,12,2026,3,5,17,18,V,12,1031,pub-mag12,1778575768094926827,2026-05-12T08:49:28Z
36,1,2026,3,5,23,3,V,1,1021,pub-mag01,1778575768213166272,2026-05-12T08:49:28Z
4,6,2026,3,10,16,0.2,V,6,1135,pub-mag06,1778575768249130302,2026-05-12T08:49:28Z
16,12,2026,3,5,18,31,V,12,1032,pub-mag12,1778575768270495672,2026-05-12T08:49:28Z
36,1,2026,3,5,24,3,V,1,1022,pub-mag01,1778575768389751921,2026-05-12T08:49:28Z
4,6,2026,3,10,17,0.3,V,6,1136,pub-mag06,1778575768405060289,2026-05-12T08:49:28Z
16,12,2026,3,5,19,50,V,12,1033,pub-mag12,1778575768447847738,2026-05-12T08:49:28Z
4,6,2026,3,10,18,0.2,V,6,1137,pub-mag06,1778575768560695738,2026-05-12T08:49:28Z
36,1,2026,3,6,1,3,V,1,1023,pub-mag01,1778575768565324747,2026-05-12T08:49:28Z
16,12,2026,3,5,20,70,V,12,1034,pub-mag12,1778575768623512310,2026-05-12T08:49:28Z
4,6,2026,3,10,19,0.3,V,6,1138,pub-mag06,1778575768720523689,2026-05-12T08:49:28Z
36,1,2026,3,6,2,3,V,1,1024,pub-mag01,1778575768740931970,2026-05-12T08:49:28Z
16,12,2026,3,5,21,25,V,12,1035,pub-mag12,1778575768800861056,2026-05-12T08:49:28Z
4,6,2026,3,10,20,0.3,V,6,1139,pub-mag06,1778575768876235803,2026-05-12T08:49:28Z
36,1,2026,3,6,3,3,V,1,1025,pub-mag01,1778575768917229230,2026-05-12T08:49:28Z
16,12,2026,3,5,22,28,V,12,1036,pub-mag12,1778575768976636981,2026-05-12T08:49:28Z
4,6,2026,3,10,21,0.5,V,6,1140,pub-mag06,1778575769032427798,2026-05-12T08:49:29Z
36,1,2026,3,6,4,3,V,1,1026,pub-mag01,1778575769093385695,2026-05-12T08:49:29Z
16,12,2026,3,5,23,26,V,12,1037,pub-mag12,1778575769152301968,2026-05-12T08:49:29Z
4,6,2026,3,10,22,0.5,V,6,1141,pub-mag06,1778575769187937127,2026-05-12T08:49:29Z
36,1,2026,3,6,5,3,V,1,1027,pub-mag01,1778575769269096773,2026-05-12T08:49:29Z
16,12,2026,3,5,24,7,V,12,1038,pub-mag12,1778575769327983801,2026-05-12T08:49:29Z
4,6,2026,3,10,23,0.4,V,6,1142,pub-mag06,1778575769343929216,2026-05-12T08:49:29Z
36,1,2026,3,6,6,3,V,1,1028,pub-mag01,1778575769445016901,2026-05-12T08:49:29Z
4,6,2026,3,10,24,0.3,V,6,1143,pub-mag06,1778575769499542045,2026-05-12T08:49:29Z
16,12,2026,3,6,1,5,V,12,1039,pub-mag12,1778575769504424144,2026-05-12T08:49:29Z
36,1,2026,3,6,7,3,V,1,1029,pub-mag01,1778575769620545526,2026-05-12T08:49:29Z
4,6,2026,3,11,1,0.3,V,6,1144,pub-mag06,1778575769655074434,2026-05-12T08:49:29Z
16,12,2026,3,6,2,5,V,12,1040,pub-mag12,1778575769679963966,2026-05-12T08:49:29Z
36,1,2026,3,6,8,3,V,1,1030,pub-mag01,1778575769796077355,2026-05-12T08:49:29Z
16,12,2026,3,6,3,3,V,12,1041,pub-mag12,1778575769855603560,2026-05-12T08:49:29Z
4,6,2026,3,11,2,0.3,V,6,1145,pub-mag06,1778575769875990024,2026-05-12T08:49:29Z
36,1,2026,3,6,9,3,V,1,1031,pub-mag01,1778575769971571176,2026-05-12T08:49:29Z
16,12,2026,3,6,4,6,V,12,1042,pub-mag12,1778575770031187241,2026-05-12T08:49:30Z
4,6,2026,3,11,3,0.2,V,6,1146,pub-mag06,1778575770031696373,2026-05-12T08:49:30Z
36,1,2026,3,6,10,3,V,1,1032,pub-mag01,1778575770147092694,2026-05-12T08:49:30Z
4,6,2026,3,11,4,0.2,V,6,1147,pub-mag06,1778575770187145945,2026-05-12T08:49:30Z
16,12,2026,3,6,5,9,V,12,1043,pub-mag12,1778575770207506954,2026-05-12T08:49:30Z
36,1,2026,3,6,11,3,V,1,1033,pub-mag01,1778575770322577446,2026-05-12T08:49:30Z
4,6,2026,3,11,5,0.2,V,6,1148,pub-mag06,1778575770342534690,2026-05-12T08:49:30Z
16,12,2026,3,6,6,5,V,12,1044,pub-mag12,1778575770382912980,2026-05-12T08:49:30Z
4,6,2026,3,11,6,0.2,V,6,1149,pub-mag06,1778575770498027110,2026-05-12T08:49:30Z
36,1,2026,3,6,12,3,V,1,1034,pub-mag01,1778575770498206171,2026-05-12T08:49:30Z
16,12,2026,3,6,7,13,V,12,1045,pub-mag12,1778575770558383951,2026-05-12T08:49:30Z
4,6,2026,3,11,7,0.3,V,6,1150,pub-mag06,1778575770653375935,2026-05-12T08:49:30Z
36,1,2026,3,6,13,3,V,1,1035,pub-mag01,1778575770673527304,2026-05-12T08:49:30Z
